vendor_id,pickup_date,day_num,day_name,avg_distance,avg_fare,avg_tip,sum_duration_minutes,avg_duration_minutes,avg_speed_kmh,sum_passenger,avg_passenger,total_trip,total_revenue,min_transaction,max_transaction,std_transaction,is_weekend
1,2016-01-03,7,Sunday,4.87,11.95,1.47,151507.7,11.23,23.43,18385.0,1.36,13491,198210.55,3.3,70.34,11.27,1
2,2016-01-03,7,Sunday,4.96,12.0,1.49,172647.48,11.32,23.81,31429.0,2.06,15246,224487.81,3.8,70.34,11.36,1
2,2016-01-04,1,Monday,4.4,11.32,1.51,181382.53,11.34,21.01,32454.0,2.03,15989,228448.94,3.8,70.01,10.98,0
1,2016-01-04,1,Monday,4.19,11.04,1.46,157392.83,11.1,20.42,17307.0,1.22,14182,197035.6,3.3,70.01,10.35,0
2,2016-01-10,7,Sunday,4.65,11.5,1.58,202418.12,11.11,22.82,37482.0,2.06,18216,260660.11,3.8,70.34,10.58,1
1,2016-01-10,7,Sunday,4.47,11.26,1.51,168975.22,10.94,22.21,20354.0,1.32,15446,216252.47,3.3,70.34,10.09,1
2,2016-01-13,3,Wednesday,4.02,11.22,1.69,253733.78,12.33,18.46,41756.0,2.03,20571,293717.95,3.8,70.01,9.74,0
1,2016-01-13,3,Wednesday,3.84,11.02,1.64,215484.85,12.2,17.83,20909.0,1.18,17664,247527.32,3.3,70.56,9.41,0
2,2016-01-15,5,Friday,4.31,11.83,1.71,266550.22,13.06,18.5,41285.0,2.02,20408,305181.81,3.8,70.01,10.52,0
1,2016-01-15,5,Friday,4.22,11.75,1.67,233951.12,12.97,18.16,22127.0,1.23,18041,267311.05,3.3,70.0,10.24,0
2,2016-02-04,4,Thursday,4.21,11.87,1.78,275751.28,13.43,17.84,41444.0,2.02,20526,309139.66,3.8,70.01,10.37,0
1,2016-02-04,4,Thursday,4.08,11.74,1.75,237748.12,13.36,17.42,20938.0,1.18,17798,264570.72,3.8,70.34,10.01,0
1,2016-02-08,1,Monday,4.11,11.14,1.6,177438.12,11.6,19.5,17962.0,1.17,15290,216021.63,3.3,70.0,10.06,0
2,2016-02-08,1,Monday,4.23,11.26,1.65,210044.47,11.73,20.08,35969.0,2.01,17910,256846.45,3.3,70.34,10.27,0
1,2016-02-11,4,Thursday,3.91,11.54,1.7,254252.73,13.33,16.79,22656.0,1.19,19075,278474.8,3.3,70.0,9.74,0
2,2016-02-11,4,Thursday,4.05,11.65,1.73,293636.83,13.32,17.44,45153.0,2.05,22048,325674.89,3.8,71.21,9.99,0
1,2016-02-12,5,Friday,4.06,11.88,1.68,259966.58,13.68,16.94,23629.0,1.24,19008,284045.08,3.3,70.01,10.21,0
2,2016-02-12,5,Friday,4.23,12.1,1.72,301761.05,13.89,17.43,44064.0,2.03,21727,330941.36,3.8,70.01,10.5,0
1,2016-02-13,6,Saturday,3.92,11.1,1.43,237676.0,12.07,18.62,26983.0,1.37,19693,269076.88,3.3,70.59,8.83,1
2,2016-02-13,6,Saturday,3.96,11.12,1.42,281423.6,12.07,18.94,47709.0,2.05,23320,318128.8,3.3,70.34,9.12,1
1,2016-02-19,5,Friday,4.11,11.69,1.64,246154.0,13.08,17.76,23331.0,1.24,18823,276815.88,3.3,70.59,9.79,0
2,2016-02-19,5,Friday,4.17,11.69,1.67,282005.18,13.08,18.13,43250.0,2.01,21560,318196.95,3.8,71.81,9.91,0
1,2016-02-20,6,Saturday,4.18,11.57,1.52,241420.12,12.59,19.03,25775.0,1.34,19176,273280.7,3.8,70.59,9.28,1
2,2016-02-20,6,Saturday,4.32,11.69,1.53,276370.93,12.66,19.57,44438.0,2.04,21825,313636.36,3.8,70.34,9.54,1
2,2016-02-23,2,Tuesday,4.0,11.61,1.72,274241.35,13.42,17.17,40868.0,2.0,20434,300468.23,3.8,70.34,9.99,0
1,2016-02-23,2,Tuesday,3.87,11.52,1.7,235958.77,13.41,16.56,20795.0,1.18,17598,256508.75,3.3,71.2,9.84,0
1,2016-03-02,3,Wednesday,3.99,11.5,1.7,234397.85,12.96,17.61,21328.0,1.18,18086,263532.96,3.3,70.59,9.75,0
2,2016-03-02,3,Wednesday,4.1,11.59,1.73,269782.83,13.01,18.14,41592.0,2.01,20735,304987.48,3.8,70.61,9.91,0
1,2016-03-06,7,Sunday,4.59,11.86,1.58,203452.43,12.02,21.33,22596.0,1.34,16920,248323.41,3.3,70.34,10.46,1
2,2016-03-06,7,Sunday,4.78,12.08,1.62,238861.47,12.18,21.92,39940.0,2.04,19610,292854.2,3.8,70.34,10.92,1
1,2016-03-07,1,Monday,4.31,11.78,1.67,197080.55,12.61,19.2,18687.0,1.2,15633,232472.93,3.8,70.01,10.62,0
2,2016-03-07,1,Monday,4.42,11.91,1.73,227113.27,12.77,19.61,35604.0,2.0,17778,268091.64,3.8,70.61,10.75,0
2,2016-03-08,2,Tuesday,4.24,11.82,1.74,252232.82,13.18,18.38,38577.0,2.02,19135,286451.33,3.3,70.34,10.09,0
1,2016-03-08,2,Tuesday,4.1,11.65,1.72,219040.6,13.04,17.89,19937.0,1.19,16796,247757.83,3.3,70.35,9.9,0
2,2016-03-10,4,Thursday,4.38,12.24,1.78,284975.53,13.88,18.06,41575.0,2.02,20534,316975.33,3.3,71.81,10.49,0
1,2016-03-10,4,Thursday,4.21,12.02,1.75,246373.87,13.68,17.56,21530.0,1.2,18009,273229.44,3.3,70.34,10.19,0
1,2016-03-13,7,Sunday,4.7,11.98,1.6,196144.6,12.06,21.54,21604.0,1.33,16258,240937.91,3.8,70.34,10.78,1
2,2016-03-13,7,Sunday,4.85,12.14,1.61,225121.43,12.2,22.1,37470.0,2.03,18450,276590.77,3.3,70.01,10.9,1
2,2016-03-14,1,Monday,4.2,11.6,1.67,248676.23,12.9,18.36,38531.0,2.0,19283,283545.28,3.8,70.01,10.55,0
1,2016-03-14,1,Monday,4.01,11.37,1.63,220032.08,12.71,17.73,20822.0,1.2,17305,248936.18,3.3,70.34,10.09,0
1,2016-03-19,6,Saturday,4.18,11.48,1.49,243083.17,12.44,19.12,26656.0,1.36,19541,276011.39,3.3,70.34,9.36,1
2,2016-03-19,6,Saturday,4.28,11.55,1.5,281816.32,12.42,19.7,45979.0,2.03,22697,322460.86,3.8,70.09,9.56,1
2,2016-03-20,7,Sunday,4.75,11.88,1.59,235296.43,11.76,22.22,40449.0,2.02,20013,294643.91,3.8,70.01,10.93,1
1,2016-03-20,7,Sunday,4.72,11.93,1.57,203974.0,11.8,21.83,23238.0,1.34,17280,254845.76,3.3,70.55,10.84,1
2,2016-03-25,5,Friday,4.41,11.83,1.59,263586.68,12.72,19.5,42105.0,2.03,20730,307726.21,3.8,70.01,10.16,0
1,2016-03-25,5,Friday,4.32,11.8,1.55,222097.43,12.69,18.97,23063.0,1.32,17505,258639.15,3.3,70.34,10.18,0
1,2016-04-07,4,Thursday,4.09,12.06,1.76,252928.12,14.09,16.78,21454.0,1.2,17949,272726.79,3.3,71.19,10.01,0
2,2016-04-07,4,Thursday,4.26,12.29,1.79,294869.07,14.3,17.33,41489.0,2.01,20626,319142.47,3.3,70.01,10.38,0
2,2016-04-10,7,Sunday,4.8,12.2,1.65,249736.42,12.53,21.57,40585.0,2.04,19931,300763.81,3.3,70.34,10.78,1
1,2016-04-10,7,Sunday,4.67,12.07,1.59,218020.2,12.49,21.03,23455.0,1.34,17460,260098.15,3.3,70.0,10.53,1
2,2016-04-12,2,Tuesday,4.08,11.83,1.71,274981.88,13.63,17.48,40308.0,2.0,20170,301221.25,3.8,70.01,10.0,0
1,2016-04-12,2,Tuesday,3.99,11.77,1.71,236612.23,13.6,16.99,20639.0,1.19,17393,258162.09,3.3,70.34,9.82,0
2,2016-04-14,4,Thursday,4.27,12.38,1.79,304633.0,14.48,17.19,42516.0,2.02,21045,327991.07,3.8,71.21,10.47,0
1,2016-04-14,4,Thursday,4.12,12.17,1.77,264005.5,14.29,16.76,22197.0,1.2,18476,283369.27,3.8,70.0,10.14,0
2,2016-04-16,6,Saturday,4.37,11.97,1.54,304626.15,13.26,19.15,46706.0,2.03,22978,336978.2,3.3,70.34,9.59,1
1,2016-04-16,6,Saturday,4.2,11.78,1.53,269167.1,13.13,18.5,28005.0,1.37,20503,296750.66,3.3,70.0,9.42,1
2,2016-04-22,5,Friday,4.27,12.52,1.7,284716.95,14.82,17.11,38534.0,2.01,19208,299262.59,3.8,70.01,10.09,0
1,2016-04-22,5,Friday,4.12,12.34,1.69,254352.4,14.64,16.67,21912.0,1.26,17374,267360.12,3.3,72.34,9.98,0
2,2016-04-23,6,Saturday,4.26,11.7,1.5,256578.73,12.87,19.27,40643.0,2.04,19941,286505.74,3.3,70.01,9.49,1
1,2016-04-23,6,Saturday,4.2,11.77,1.5,233842.9,13.04,18.67,24771.0,1.38,17932,258729.6,3.3,70.01,9.31,1
1,2016-04-27,3,Wednesday,4.12,12.07,1.72,232141.25,13.82,17.41,20283.0,1.21,16794,254946.46,3.3,71.84,10.0,0
2,2016-04-27,3,Wednesday,4.33,12.35,1.81,264667.27,14.09,17.9,37809.0,2.01,18779,292603.9,3.8,71.21,10.42,0
1,2016-04-29,5,Friday,4.17,11.95,1.65,251113.28,13.6,17.32,23251.0,1.26,18468,276905.95,3.8,70.01,10.06,0
2,2016-04-29,5,Friday,4.33,12.12,1.7,289057.23,13.68,17.95,42138.0,1.99,21133,321931.56,3.8,71.21,10.29,0
1,2016-05-08,7,Sunday,4.61,11.89,1.53,208840.88,12.29,21.03,23170.0,1.36,16998,248966.14,3.3,70.34,10.32,1
2,2016-05-08,7,Sunday,4.92,12.31,1.59,235760.6,12.62,21.71,38038.0,2.04,18683,283086.78,3.8,71.21,11.26,1
2,2016-05-09,1,Monday,4.52,12.22,1.71,233501.5,13.41,19.21,34589.0,1.99,17417,268342.4,3.8,70.34,10.95,0
1,2016-05-09,1,Monday,4.32,11.99,1.67,207790.25,13.25,18.54,18911.0,1.21,15681,236482.86,3.3,70.34,10.61,0
1,2016-05-10,2,Tuesday,4.07,12.04,1.72,237247.85,14.01,16.92,20277.0,1.2,16929,256398.69,3.3,71.2,9.98,0
2,2016-05-10,2,Tuesday,4.25,12.26,1.76,274557.75,14.24,17.47,38271.0,1.98,19286,297859.77,3.3,70.34,10.42,0
2,2016-05-11,3,Wednesday,4.23,12.4,1.77,287895.07,14.66,17.05,39275.0,2.0,19637,305779.55,3.8,70.01,10.28,0
1,2016-05-11,3,Wednesday,4.13,12.34,1.78,253169.27,14.62,16.6,20813.0,1.2,17316,268744.51,3.8,70.84,10.32,0
2,2016-05-16,1,Monday,4.49,12.37,1.75,262363.23,13.8,18.67,38254.0,2.01,19011,296208.8,3.8,71.21,10.89,0
1,2016-05-16,1,Monday,4.32,12.19,1.73,229125.9,13.68,18.12,20566.0,1.23,16745,256737.4,3.3,70.34,10.51,0
1,2016-05-17,2,Tuesday,4.27,12.58,1.77,263559.98,14.82,16.86,21838.0,1.23,17781,279847.47,3.3,70.34,10.32,0
2,2016-05-17,2,Tuesday,4.45,12.8,1.82,298984.72,15.03,17.37,39925.0,2.01,19886,319407.43,3.8,71.81,10.74,0
2,2016-05-20,5,Friday,4.41,12.65,1.71,308185.08,14.88,17.33,41117.0,1.98,20715,326949.47,3.3,70.01,10.53,0
1,2016-05-20,5,Friday,4.24,12.4,1.69,271028.88,14.55,16.92,23825.0,1.28,18622,288337.24,3.8,70.34,10.3,0
1,2016-05-23,1,Monday,4.38,12.07,1.67,206337.42,13.19,18.66,19210.0,1.23,15647,237404.61,3.3,71.19,10.65,0
2,2016-05-23,1,Monday,4.51,12.18,1.7,232407.37,13.32,19.13,34973.0,2.0,17448,267830.19,3.8,70.34,10.94,0
1,2016-05-28,6,Saturday,4.38,11.6,1.34,177126.37,11.93,20.71,21106.0,1.42,14847,209481.43,3.3,70.34,9.59,1
2,2016-05-28,6,Saturday,4.57,11.83,1.35,204265.25,12.13,21.28,34010.0,2.02,16845,241940.85,3.8,70.01,10.03,1
1,2016-06-09,4,Thursday,4.23,12.69,1.8,269945.92,15.21,16.31,21519.0,1.21,17743,281729.58,3.3,71.19,10.68,0
2,2016-06-09,4,Thursday,4.36,12.86,1.85,302328.15,15.39,16.75,39198.0,2.0,19642,316996.9,3.8,71.81,11.08,0
2,2016-06-13,1,Monday,4.62,12.29,1.71,225113.85,13.19,19.74,33897.0,1.99,17066,264373.65,3.8,70.01,11.16,0
1,2016-06-13,1,Monday,4.36,11.89,1.63,191607.35,12.79,19.07,18337.0,1.22,14984,224043.02,3.8,70.34,10.7,0
1,2016-06-15,3,Wednesday,4.08,12.23,1.75,247344.73,14.56,16.53,20721.0,1.22,16987,260503.34,3.8,70.0,9.99,0
2,2016-06-15,3,Wednesday,4.28,12.51,1.77,290456.02,14.82,17.09,39487.0,2.01,19600,307334.52,3.8,70.61,10.47,0
2,2016-06-23,4,Thursday,4.27,12.24,1.74,281460.63,14.23,17.45,39612.0,2.0,19776,304512.47,3.8,71.96,10.25,0
1,2016-06-23,4,Thursday,4.13,12.14,1.72,247233.98,14.16,16.92,21289.0,1.22,17460,265875.11,3.8,70.01,9.99,0
1,2016-06-25,6,Saturday,4.43,12.06,1.5,229179.58,13.24,19.18,23998.0,1.39,17315,255114.95,3.3,70.59,9.75,1
2,2016-06-25,6,Saturday,4.57,12.16,1.52,264499.38,13.27,19.71,39995.0,2.01,19939,296597.86,3.8,70.11,10.08,1
2,2016-01-01,5,Friday,4.92,12.04,1.33,217119.27,11.51,23.94,38564.0,2.04,18866,275740.69,3.3,70.34,10.25,0
1,2016-01-01,5,Friday,4.79,11.96,1.32,164675.77,11.55,23.08,20938.0,1.47,14254,207346.14,3.3,70.01,9.96,0
2,2016-01-02,6,Saturday,4.52,11.59,1.35,189667.77,11.49,22.01,33685.0,2.04,16509,233138.77,3.8,70.01,10.45,1
1,2016-01-02,6,Saturday,4.39,11.48,1.31,154382.25,11.49,21.3,19398.0,1.44,13441,188234.85,3.3,70.34,10.06,1
1,2016-01-07,4,Thursday,4.03,11.27,1.6,200430.77,12.26,18.39,19434.0,1.19,16345,232458.55,3.3,70.34,9.59,0
2,2016-01-07,4,Thursday,4.2,11.49,1.64,233470.65,12.45,19.0,38288.0,2.04,18748,272121.51,3.8,70.34,9.85,0
1,2016-01-09,6,Saturday,3.95,10.87,1.43,205859.5,11.44,19.57,24273.0,1.35,17999,241973.77,3.3,70.34,8.67,1
2,2016-01-09,6,Saturday,4.11,11.05,1.47,244889.13,11.61,20.19,42888.0,2.03,21092,287857.68,3.3,70.01,9.11,1
1,2016-01-16,6,Saturday,4.21,11.35,1.49,218666.73,11.95,19.72,24937.0,1.36,18298,256539.77,3.3,70.34,9.43,1
2,2016-01-16,6,Saturday,4.32,11.43,1.49,256933.03,11.96,20.27,44022.0,2.05,21487,302621.83,3.3,70.34,9.69,1
1,2016-01-25,1,Monday,4.28,12.9,1.76,186182.48,15.65,15.71,14242.0,1.2,11900,191212.26,3.8,70.34,11.07,0
2,2016-01-25,1,Monday,4.41,12.95,1.81,223959.08,15.57,16.44,29193.0,2.03,14385,232948.17,3.8,71.81,11.28,0
2,2016-01-26,2,Tuesday,4.24,13.0,1.86,265747.08,15.99,15.79,33787.0,2.03,16618,270191.45,3.8,70.01,10.58,0
1,2016-01-26,2,Tuesday,4.16,12.96,1.85,232221.27,16.0,15.42,17056.0,1.17,14516,235006.23,3.3,70.0,10.47,0
2,2016-01-27,3,Wednesday,4.16,12.44,1.82,273674.93,14.95,16.43,37154.0,2.03,18306,286371.2,3.8,70.01,10.14,0
1,2016-01-27,3,Wednesday,4.0,12.22,1.76,235100.62,14.74,15.86,18733.0,1.17,15946,244480.66,3.8,71.79,9.95,0
2,2016-02-01,1,Monday,4.4,11.9,1.76,220975.62,12.94,19.11,34040.0,1.99,17079,258415.75,3.8,70.01,10.93,0
1,2016-02-01,1,Monday,4.22,11.65,1.67,195285.6,12.73,18.56,18098.0,1.18,15343,226038.14,3.3,71.8,10.4,0
2,2016-02-06,6,Saturday,4.16,11.26,1.47,263997.07,11.99,19.82,45380.0,2.06,22013,305328.43,3.3,70.01,9.17,1
1,2016-02-06,6,Saturday,3.98,11.08,1.46,232267.25,11.95,19.04,26259.0,1.35,19442,266070.11,3.8,70.34,8.74,1
1,2016-02-07,7,Sunday,4.47,11.39,1.55,184701.77,11.19,22.16,22040.0,1.34,16505,233538.21,3.3,70.34,9.71,1
