vendor_id,pickup_date,pickup_hour,day_name,is_weekend,day_num,avg_distance,avg_fare,avg_tip,avg_duration_minutes,avg_speed_kmh,sum_passenger,avg_passenger,total_trip,total_revenue,min_transaction,max_transaction,std_transaction
2,2016-01-17,13,Sunday,1,7,3.96,10.89,1.4,11.4,19.33,2546,2.17,1173,15592.12,3.8,70.01,9.64
2,2016-01-17,14,Sunday,1,7,4.5,12.16,1.6,12.94,19.13,2221,2.06,1078,16032.18,3.8,70.01,11.22
2,2016-01-17,15,Sunday,1,7,4.35,11.94,1.59,13.3,18.01,2225,2.09,1067,15612.37,3.8,70.01,11.53
2,2016-01-17,16,Sunday,1,7,4.41,12.25,1.65,14.29,17.01,2221,2.11,1055,15827.04,4.3,70.01,11.22
1,2016-01-17,18,Sunday,1,7,3.81,10.76,1.44,11.72,18.0,1219,1.37,892,11960.08,3.8,70.01,9.52
1,2016-01-17,20,Sunday,1,7,4.3,11.03,1.63,10.97,21.25,1029,1.34,767,10858.01,4.3,70.34,10.03
2,2016-01-18,0,Monday,0,1,5.13,11.96,1.63,10.37,26.68,1131,2.04,554,8344.61,4.3,70.01,10.82
1,2016-01-18,1,Monday,0,1,5.69,12.8,1.73,11.15,27.78,444,1.29,344,5469.35,4.3,63.34,10.15
1,2016-01-18,3,Monday,0,1,5.68,12.86,1.56,11.16,28.5,217,1.34,162,2558.47,4.8,48.12,9.22
1,2016-01-18,10,Monday,0,1,3.68,10.04,1.46,9.98,19.87,838,1.23,683,8571.56,3.8,69.99,9.36
2,2016-01-18,12,Monday,0,1,4.17,11.21,1.59,11.65,19.37,2246,2.11,1066,14810.71,3.3,70.01,10.93
1,2016-01-18,13,Monday,0,1,4.02,11.05,1.53,11.37,18.83,1102,1.32,837,11445.22,3.8,69.99,11.09
1,2016-01-18,14,Monday,0,1,4.09,11.0,1.45,11.41,18.76,1175,1.28,918,12442.35,3.8,69.99,11.3
1,2016-01-18,15,Monday,0,1,3.94,10.7,1.53,11.0,18.94,1238,1.28,964,12840.95,3.8,69.99,11.21
1,2016-01-18,16,Monday,0,1,4.19,11.17,1.6,11.66,19.36,1064,1.29,828,11648.68,3.8,70.0,11.28
2,2016-01-18,17,Monday,0,1,4.11,10.92,1.57,11.48,19.68,2384,2.02,1181,16003.57,3.8,70.01,10.72
2,2016-01-18,19,Monday,0,1,4.1,10.41,1.57,10.02,21.77,2434,1.98,1231,16041.62,3.8,70.01,10.41
2,2016-01-18,22,Monday,0,1,5.13,11.96,1.29,11.0,24.91,1756,2.05,856,12688.72,4.3,70.34,10.88
2,2016-01-18,23,Monday,0,1,6.17,13.85,0.32,13.12,25.16,916,1.85,496,7878.12,4.3,70.01,11.96
2,2016-01-19,0,Tuesday,0,2,6.8,14.62,1.72,11.9,29.96,722,1.94,372,6711.89,4.3,70.01,14.45
1,2016-01-19,1,Tuesday,0,2,6.1,13.54,1.69,11.4,28.64,242,1.27,191,3184.92,5.3,69.99,11.71
1,2016-01-19,3,Tuesday,0,2,6.29,13.66,1.03,10.57,31.08,72,1.16,62,1001.77,4.3,58.34,11.37
1,2016-01-19,10,Tuesday,0,2,3.64,12.05,1.71,15.07,13.69,1007,1.15,878,12981.96,3.8,69.99,10.97
2,2016-01-19,12,Tuesday,0,2,3.96,12.37,1.73,15.01,14.89,1937,2.0,970,14733.05,3.8,70.01,10.66
1,2016-01-19,13,Tuesday,0,2,3.6,11.41,1.57,13.44,14.52,1073,1.21,890,12484.05,3.8,69.99,10.42
1,2016-01-19,14,Tuesday,0,2,4.01,12.18,1.71,14.56,14.88,1118,1.2,931,13960.39,3.8,70.01,11.57
1,2016-01-19,15,Tuesday,0,2,3.76,11.48,1.55,13.6,14.77,1099,1.25,880,12448.29,3.8,70.34,11.03
1,2016-01-19,16,Tuesday,0,2,3.61,11.1,1.63,13.13,15.23,950,1.22,779,11520.86,4.3,70.0,10.68
2,2016-01-19,17,Tuesday,0,2,3.67,11.38,1.66,13.95,15.03,2041,1.92,1062,16016.76,5.3,70.01,10.37
2,2016-01-19,19,Tuesday,0,2,3.69,10.45,1.68,11.6,17.6,2661,1.98,1343,18924.07,4.8,70.01,9.18
2,2016-01-19,22,Tuesday,0,2,5.02,12.27,1.87,11.96,22.89,2025,2.02,1003,15699.99,4.3,70.01,10.89
2,2016-01-19,23,Tuesday,0,2,5.85,13.33,2.03,12.33,26.12,1379,2.02,684,11571.75,4.3,63.36,10.76
2,2016-01-20,0,Wednesday,0,3,5.6,12.83,1.83,11.55,27.2,898,2.04,440,7130.87,4.3,70.01,10.31
1,2016-01-20,1,Wednesday,0,3,4.94,11.64,1.48,9.85,26.98,274,1.2,229,3323.49,4.3,69.99,10.45
1,2016-01-20,3,Wednesday,0,3,5.85,13.27,1.37,11.87,27.62,150,1.24,121,1934.47,4.8,48.3,9.2
1,2016-01-20,10,Wednesday,0,3,3.61,11.84,1.71,14.68,13.63,875,1.13,775,11311.17,3.8,69.99,10.44
2,2016-01-20,12,Wednesday,0,3,3.73,12.02,1.65,14.54,14.57,2010,2.12,946,13942.26,3.8,70.01,10.35
1,2016-01-20,13,Wednesday,0,3,4.17,12.56,1.8,14.67,15.1,954,1.2,795,12363.65,3.8,70.34,12.21
1,2016-01-20,14,Wednesday,0,3,3.75,11.6,1.64,13.92,14.57,1044,1.18,884,12631.81,3.8,69.99,10.47
1,2016-01-20,15,Wednesday,0,3,4.18,12.3,1.7,14.52,15.27,1057,1.23,857,13032.37,3.8,69.99,11.78
1,2016-01-20,16,Wednesday,0,3,3.61,11.0,1.64,13.16,15.36,849,1.21,704,10331.66,4.3,69.99,9.83
2,2016-01-20,17,Wednesday,0,3,3.72,11.29,1.73,13.6,15.47,1933,1.93,1000,15056.85,5.3,70.01,9.97
2,2016-01-20,19,Wednesday,0,3,3.87,10.96,1.82,12.21,17.84,2586,1.94,1335,19701.76,4.8,70.34,9.54
2,2016-01-20,22,Wednesday,0,3,5.16,12.5,2.03,12.22,23.31,2270,2.04,1113,17824.53,4.3,70.01,10.66
2,2016-01-20,23,Wednesday,0,3,5.45,12.83,1.94,12.26,24.6,1662,2.03,820,13320.29,4.3,70.01,10.43
1,2016-01-21,2,Thursday,0,4,4.89,11.46,1.36,10.23,26.9,214,1.28,167,2358.14,4.8,40.55,7.78
1,2016-01-21,4,Thursday,0,4,5.88,13.21,1.51,10.86,30.01,134,1.18,114,1853.06,4.3,53.75,10.94
2,2016-01-21,5,Thursday,0,4,6.3,13.74,1.91,10.79,31.01,397,2.06,193,3362.12,4.8,70.01,15.13
2,2016-01-21,6,Thursday,0,4,4.58,10.97,1.56,9.92,24.96,1046,2.11,495,6719.5,4.3,70.01,11.1
2,2016-01-21,7,Thursday,0,4,3.55,10.21,1.48,11.26,18.43,2086,2.14,973,12252.31,3.8,70.01,8.22
2,2016-01-21,8,Thursday,0,4,3.35,10.89,1.62,13.31,14.72,2286,2.03,1127,15169.07,3.8,70.01,8.67
1,2016-01-21,9,Thursday,0,4,3.42,11.27,1.6,13.94,13.85,968,1.1,878,12181.34,3.3,69.99,9.52
2,2016-01-21,11,Thursday,0,4,3.73,12.05,1.66,14.85,14.14,1941,2.04,951,14018.38,3.8,70.01,10.36
2,2016-01-21,18,Thursday,0,4,3.63,11.18,1.67,13.72,15.07,2589,2.02,1280,18973.73,4.8,70.01,9.55
2,2016-01-21,20,Thursday,0,4,4.24,11.79,1.81,13.2,18.09,2604,1.97,1324,19998.86,4.3,70.01,10.02
1,2016-01-21,21,Thursday,0,4,4.48,11.99,1.98,12.99,19.33,1369,1.23,1113,17209.8,4.3,69.99,10.13
1,2016-01-22,0,Friday,0,5,5.16,12.65,1.96,12.44,23.13,777,1.26,619,9952.74,4.3,58.34,10.17
2,2016-01-22,2,Friday,0,5,5.26,12.12,1.3,10.69,26.81,522,2.09,250,3680.36,5.3,60.0,9.53
2,2016-01-22,4,Friday,0,5,6.74,14.41,1.47,11.33,32.14,341,2.01,170,2984.62,4.8,68.34,13.32
2,2016-01-22,9,Friday,0,5,3.51,11.19,1.61,13.33,14.75,2287,2.04,1121,15438.69,3.8,70.01,9.36
1,2016-01-22,12,Friday,0,5,3.53,11.21,1.52,13.26,14.58,1057,1.18,893,12302.25,3.8,70.0,10.25
1,2016-01-22,17,Friday,0,5,3.2,10.29,1.47,12.46,14.94,1245,1.23,1010,13835.88,4.8,69.99,8.39
1,2016-01-22,19,Friday,0,5,3.74,10.81,1.58,12.13,17.19,1632,1.27,1289,18441.16,4.8,69.99,8.92
2,2016-01-22,21,Friday,0,5,3.88,10.85,1.64,11.68,19.45,2411,2.01,1197,16602.59,4.3,70.01,8.52
1,2016-01-22,22,Friday,0,5,4.4,11.88,1.79,13.16,18.85,1368,1.32,1037,15611.59,4.3,70.0,9.39
1,2016-01-22,23,Friday,0,5,4.41,11.74,1.67,13.08,18.9,1294,1.37,944,13987.01,4.3,62.8,8.97
1,2016-01-23,0,Saturday,1,6,4.46,11.84,1.76,13.65,18.79,1164,1.36,859,12867.57,4.3,69.99,8.96
2,2016-01-23,2,Saturday,1,6,5.1,12.55,1.76,14.37,19.69,1003,2.06,486,7617.11,4.8,58.34,9.05
2,2016-01-23,4,Saturday,1,6,4.92,12.38,1.37,15.08,18.4,443,1.96,226,3427.57,4.3,55.34,8.9
2,2016-01-23,9,Saturday,1,6,3.24,9.55,1.37,11.57,15.76,223,1.94,115,1353.59,4.8,52.8,7.59
1,2016-01-23,12,Saturday,1,6,2.89,9.26,1.34,11.36,14.69,166,1.34,124,1419.36,3.8,66.34,7.8
1,2016-01-23,17,Saturday,1,6,3.0,8.5,0.0,10.03,19.39,3,1.0,3,29.9,7.8,13.8,3.33
2,2016-01-24,9,Sunday,1,7,3.29,9.17,0.93,9.76,19.52,273,1.83,149,1631.63,3.8,41.21,6.07
1,2016-01-24,12,Sunday,1,7,3.35,9.86,1.39,11.16,17.05,448,1.3,344,4202.25,3.8,69.99,7.93
1,2016-01-24,17,Sunday,1,7,3.77,10.87,1.43,12.4,16.8,679,1.31,518,6924.38,4.3,69.99,9.34
1,2016-01-24,19,Sunday,1,7,4.23,11.28,1.54,12.25,18.82,722,1.32,549,7676.59,3.8,68.34,10.01
2,2016-01-24,21,Sunday,1,7,4.54,11.32,1.58,11.4,21.12,1495,2.13,703,10087.38,4.3,70.01,10.8
1,2016-01-24,22,Sunday,1,7,5.42,12.91,1.69,12.3,22.95,552,1.31,421,6788.11,4.3,69.99,12.42
1,2016-01-24,23,Sunday,1,7,6.2,14.1,1.63,13.52,24.62,409,1.31,313,5418.7,3.8,69.99,12.0
1,2016-01-25,0,Monday,0,1,6.21,13.89,1.72,12.6,26.26,284,1.23,230,3929.91,4.3,69.99,11.84
2,2016-01-25,2,Monday,0,1,5.99,13.3,1.47,12.05,26.65,329,2.28,144,2329.15,4.8,68.34,11.63
2,2016-01-25,4,Monday,0,1,7.14,15.51,1.69,14.55,26.87,264,2.06,128,2394.27,4.3,70.01,13.35
2,2016-01-25,9,Monday,0,1,3.96,13.75,1.99,18.45,12.24,1441,2.04,707,11882.68,3.8,71.81,11.78
1,2016-01-25,12,Monday,0,1,3.83,13.55,1.89,17.64,12.59,675,1.22,553,9121.05,3.8,69.99,11.72
1,2016-01-25,17,Monday,0,1,3.49,12.04,1.58,16.06,12.8,885,1.21,733,11372.1,4.8,69.99,9.05
1,2016-01-25,19,Monday,0,1,3.71,11.08,1.68,13.24,15.58,946,1.2,790,11534.65,5.3,70.09,8.89
2,2016-01-25,21,Monday,0,1,4.66,11.91,1.82,12.82,20.41,1843,2.0,923,13998.71,4.3,70.01,9.78
1,2016-01-25,22,Monday,0,1,5.19,13.16,1.96,13.68,20.27,831,1.25,664,11047.84,4.8,69.99,11.99
1,2016-01-25,23,Monday,0,1,5.56,13.48,1.9,13.59,22.36,578,1.19,485,8261.99,4.3,69.99,11.96
1,2016-01-26,0,Tuesday,0,2,5.85,13.62,1.71,12.66,24.97,397,1.21,329,5547.96,4.8,64.34,11.46
2,2016-01-26,2,Tuesday,0,2,5.53,12.65,1.38,11.77,25.83,264,2.08,127,1961.93,4.8,58.34,10.9
2,2016-01-26,4,Tuesday,0,2,5.63,12.82,1.35,11.79,26.97,192,1.9,101,1586.49,5.3,45.41,10.22
2,2016-01-26,9,Tuesday,0,2,3.45,12.85,1.85,17.57,12.12,1727,2.04,848,13266.65,3.8,70.01,9.57
1,2016-01-26,12,Tuesday,0,2,3.53,13.94,1.84,19.42,10.34,754,1.16,650,10910.49,3.8,69.99,10.81
1,2016-01-26,17,Tuesday,0,2,3.59,13.01,1.91,17.76,12.29,895,1.2,748,12664.81,4.3,70.0,10.1
1,2016-01-26,19,Tuesday,0,2,3.8,11.69,1.83,14.14,14.9,1154,1.2,961,14837.09,4.8,69.99,9.52
2,2016-01-26,21,Tuesday,0,2,4.87,12.38,1.96,13.19,20.46,2409,2.05,1176,18604.38,4.3,70.01,10.07
1,2016-01-26,22,Tuesday,0,2,5.17,13.17,2.0,14.16,20.1,1127,1.23,919,15323.52,4.3,69.99,10.23
1,2016-01-26,23,Tuesday,0,2,5.33,12.98,2.02,13.01,22.78,770,1.21,637,10536.39,4.8,69.0,10.27
1,2016-01-27,0,Wednesday,0,3,5.45,12.9,1.84,12.44,23.7,477,1.19,401,6494.33,4.8,69.34,10.84
2,2016-01-27,2,Wednesday,0,3,5.17,12.0,1.56,11.34,26.24,339,2.17,156,2330.68,4.8,47.76,8.2
2,2016-01-27,4,Wednesday,0,3,6.14,13.47,1.51,11.42,29.39,248,1.97,126,2097.44,4.8,70.01,12.5
2,2016-01-27,9,Wednesday,0,3,3.7,12.97,1.76,17.19,12.62,1817,1.94,937,14673.78,3.8,69.41,9.39
1,2016-01-27,12,Wednesday,0,3,3.32,12.63,1.66,17.14,11.39,815,1.18,688,10504.61,3.8,69.99,9.93
1,2016-01-27,17,Wednesday,0,3,3.5,11.88,1.72,15.59,13.13,953,1.2,792,12345.77,5.8,69.99,9.93
1,2016-01-27,19,Wednesday,0,3,3.8,11.34,1.69,13.46,15.64,1200,1.2,1003,14968.57,4.8,69.99,8.84
2,2016-01-27,21,Wednesday,0,3,4.51,11.88,1.97,13.08,19.81,2436,1.99,1225,18751.44,4.3,68.81,8.78
1,2016-01-27,22,Wednesday,0,3,4.86,12.43,1.94,13.06,20.63,1254,1.22,1025,16209.64,4.8,68.34,9.73
1,2016-01-27,23,Wednesday,0,3,4.94,12.58,1.92,12.93,21.38,991,1.23,806,12851.04,4.3,69.99,9.92
2,2016-01-28,0,Thursday,0,4,5.3,12.51,1.71,12.16,23.81,1099,1.98,554,8667.07,4.3,70.01,10.08
1,2016-01-28,1,Thursday,0,4,4.88,11.7,1.52,11.21,24.7,322,1.19,270,3940.56,4.8,47.34,8.29
1,2016-01-28,3,Thursday,0,4,4.95,11.68,1.2,10.49,26.43,148,1.21,122,1729.52,4.8,60.8,8.29
1,2016-01-28,10,Thursday,0,4,3.67,12.73,1.73,16.66,12.4,862,1.13,764,11821.95,3.8,69.99,9.67
2,2016-01-28,12,Thursday,0,4,3.82,12.78,1.7,16.44,12.85,1879,2.16,869,13542.5,3.8,70.01,11.0
1,2016-01-28,13,Thursday,0,4,3.7,12.37,1.61,15.58,12.97,952,1.2,793,11906.11,3.8,69.99,10.17
1,2016-01-28,14,Thursday,0,4,3.99,12.81,1.74,16.35,13.19,945,1.19,793,12405.97,3.9,69.99,10.8
1,2016-01-28,15,Thursday,0,4,3.81,12.6,1.69,16.17,12.7,948,1.19,797,12376.07,3.8,69.99,11.59
1,2016-01-28,16,Thursday,0,4,3.86,12.42,1.79,16.01,13.74,743,1.21,615,9988.32,4.8,69.99,10.66
2,2016-01-28,17,Thursday,0,4,3.69,11.95,1.86,15.36,13.85,1858,1.9,979,15510.89,5.3,70.01,10.28
2,2016-01-28,19,Thursday,0,4,4.07,11.72,1.84,13.61,16.62,2687,2.01,1334,20734.91,4.8,70.01,9.83
2,2016-01-28,22,Thursday,0,4,5.14,13.04,2.09,13.85,20.53,2508,1.99,1260,20903.7,4.8,70.01,10.72
2,2016-01-28,23,Thursday,0,4,5.22,12.8,1.96,13.0,22.71,2208,2.11,1045,16931.99,4.3,70.01,9.94
2,2016-01-29,1,Friday,0,5,5.0,12.04,1.67,11.84,24.43,890,2.02,441,6649.91,4.3,63.36,8.59
2,2016-01-29,3,Friday,0,5,5.9,13.25,1.52,11.93,27.82,387,2.1,184,2961.99,4.3,60.0,9.64
1,2016-01-29,5,Friday,0,5,6.12,13.4,1.68,10.91,30.03,184,1.1,168,2823.49,4.3,70.34,13.47
1,2016-01-29,6,Friday,0,5,4.43,10.83,1.39,9.89,24.31,509,1.06,479,6367.65,3.8,70.0,10.97
1,2016-01-29,7,Friday,0,5,3.88,11.01,1.6,12.11,17.93,894,1.1,816,11099.1,3.8,69.99,9.77
1,2016-01-29,8,Friday,0,5,3.57,11.36,1.68,13.7,14.66,1083,1.13,962,13468.73,3.8,70.0,9.48
2,2016-01-29,10,Friday,0,5,3.61,11.59,1.6,14.1,14.55,1822,2.06,885,12598.28,3.8,70.01,9.75
1,2016-01-29,11,Friday,0,5,3.84,12.56,1.61,15.46,13.8,878,1.19,738,11223.11,3.8,63.35,10.37
2,2016-01-29,13,Friday,0,5,3.97,12.14,1.64,14.52,15.1,1953,1.97,989,14702.15,3.8,70.34,11.0
2,2016-01-29,14,Friday,0,5,4.0,12.15,1.65,14.76,14.68,2095,2.08,1008,15027.37,3.8,70.61,11.19
2,2016-01-29,15,Friday,0,5,3.98,12.49,1.68,15.55,13.86,1932,2.03,950,14544.12,3.8,70.01,11.84
2,2016-01-29,16,Friday,0,5,3.8,11.73,1.61,14.52,14.86,1568,1.95,806,12401.98,4.8,70.01,10.4
1,2016-01-29,18,Friday,0,5,3.59,11.21,1.71,13.69,14.46,1390,1.21,1151,17150.61,4.8,69.99,9.42
1,2016-01-29,20,Friday,0,5,3.82,11.32,1.74,13.13,16.66,1498,1.3,1154,16750.76,4.3,69.99,8.66
2,2016-01-30,1,Saturday,1,6,4.96,12.35,1.85,12.75,21.87,2128,2.1,1011,15731.29,4.3,67.56,9.29
2,2016-01-30,3,Saturday,1,6,5.39,12.82,1.67,12.25,24.49,1246,1.95,638,10090.74,4.3,58.34,9.67
1,2016-01-30,5,Saturday,1,6,6.91,15.14,1.69,12.27,30.29,233,1.21,193,3558.92,4.8,70.0,13.71
1,2016-01-30,6,Saturday,1,6,6.07,13.4,1.56,10.7,29.31,233,1.17,199,3242.63,3.8,69.99,14.41
1,2016-01-30,7,Saturday,1,6,4.46,10.9,1.37,9.73,24.57,329,1.18,278,3695.17,3.8,70.0,10.77
1,2016-01-30,8,Saturday,1,6,3.49,9.31,1.23,8.68,22.78,549,1.17,468,5350.47,3.8,58.34,7.22
2,2016-01-30,10,Saturday,1,6,3.76,10.23,1.37,10.48,20.22,1804,1.95,924,11601.74,3.8,70.01,8.42
1,2016-01-30,11,Saturday,1,6,3.57,10.45,1.38,11.32,17.73,1072,1.28,839,10708.12,3.8,63.35,8.16
2,2016-01-30,13,Saturday,1,6,3.82,11.05,1.42,12.31,17.58,2391,2.07,1155,15494.28,3.8,70.01,9.28
2,2016-01-30,14,Saturday,1,6,3.94,11.4,1.49,12.81,17.18,2099,1.96,1072,14840.7,3.8,70.01,10.3
2,2016-01-30,15,Saturday,1,6,4.13,11.89,1.59,13.77,16.87,2413,2.15,1121,16290.15,3.8,70.01,11.43
2,2016-01-30,16,Saturday,1,6,4.1,11.96,1.44,14.07,16.67,2144,2.16,992,14296.75,3.8,70.01,10.14
1,2016-01-30,18,Saturday,1,6,3.5,11.02,1.43,13.54,15.23,1626,1.37,1183,15937.66,3.8,69.99,7.59
1,2016-01-30,20,Saturday,1,6,3.46,11.09,1.54,13.51,15.41,1467,1.43,1027,14351.3,4.3,70.0,8.11
2,2016-01-31,1,Sunday,1,7,4.8,12.2,1.76,12.87,21.46,2275,2.01,1133,17362.53,4.3,61.56,8.48
2,2016-01-31,3,Sunday,1,7,5.14,12.33,1.59,12.04,24.2,1474,2.02,730,11167.91,4.3,70.01,8.75
1,2016-01-31,5,Sunday,1,7,6.79,15.01,1.55,11.99,30.44,228,1.25,182,3300.87,4.8,69.99,14.56
1,2016-01-31,6,Sunday,1,7,6.09,13.38,1.56,10.38,31.14,221,1.23,180,2897.31,4.3,69.99,13.75
1,2016-01-31,7,Sunday,1,7,5.28,12.01,1.56,9.47,29.4,301,1.2,251,3701.13,4.3,69.99,12.85
1,2016-01-31,8,Sunday,1,7,4.35,10.6,1.35,9.07,26.08,419,1.19,351,4574.13,3.8,63.35,9.57
2,2016-01-31,10,Sunday,1,7,3.97,10.23,1.38,9.75,22.57,1660,1.97,841,10580.96,4.3,70.01,8.85
1,2016-01-31,11,Sunday,1,7,3.68,10.16,1.42,10.38,19.75,1075,1.31,822,10302.21,4.3,70.0,9.08
2,2016-01-31,13,Sunday,1,7,4.15,11.37,1.44,12.18,18.65,1999,2.04,982,13628.83,3.8,70.01,10.73
2,2016-01-31,14,Sunday,1,7,4.8,12.69,1.76,13.83,18.43,2023,1.97,1028,16040.49,3.8,70.01,12.69
2,2016-01-31,15,Sunday,1,7,4.66,12.52,1.64,13.94,18.2,1832,2.02,905,13858.15,3.8,70.01,11.89
2,2016-01-31,16,Sunday,1,7,4.7,12.5,1.72,13.91,18.38,1958,2.09,939,14435.52,3.8,70.01,12.13
1,2016-01-31,18,Sunday,1,7,4.23,11.63,1.63,13.03,17.71,1214,1.32,923,13297.94,3.31,69.99,10.5
1,2016-01-31,20,Sunday,1,7,4.55,11.57,1.64,11.43,21.36,851,1.32,647,9564.41,4.3,70.34,11.32
1,2016-02-01,0,Monday,0,1,5.95,13.24,1.76,11.35,28.74,325,1.24,262,4355.69,4.3,69.99,11.12
2,2016-02-01,2,Monday,0,1,6.89,14.76,1.69,12.97,29.43,198,2.08,95,1691.21,4.8,59.75,11.87
2,2016-02-01,4,Monday,0,1,6.65,14.1,1.45,11.35,31.41,193,2.08,93,1610.57,4.3,68.34,13.02
2,2016-02-01,9,Monday,0,1,4.19,12.27,1.8,14.43,15.85,1924,2.01,958,14608.6,3.8,70.01,11.71
1,2016-02-01,12,Monday,0,1,3.86,11.7,1.61,13.64,15.63,837,1.15,726,10424.45,3.8,63.36,9.98
1,2016-02-01,17,Monday,0,1,3.38,10.74,1.55,13.28,14.86,1020,1.2,851,12157.33,4.3,69.99,8.58
1,2016-02-01,19,Monday,0,1,3.85,10.59,1.65,11.5,18.84,1192,1.21,987,13954.21,4.8,61.6,8.16
2,2016-02-01,21,Monday,0,1,4.92,11.95,1.96,11.61,23.59,1958,1.93,1016,15682.59,4.3,70.01,10.55
1,2016-02-01,22,Monday,0,1,5.13,12.24,2.04,11.58,24.31,885,1.2,739,11656.23,4.3,69.99,10.01
1,2016-02-01,23,Monday,0,1,5.63,12.83,1.88,11.42,25.93,528,1.18,447,7248.46,3.8,69.99,11.46
1,2016-02-02,2,Tuesday,0,2,6.17,13.78,1.46,12.24,28.89,147,1.25,118,1961.29,4.8,50.35,9.3
1,2016-02-02,4,Tuesday,0,2,5.9,12.96,1.18,10.39,30.42,123,1.18,104,1637.98,5.3,66.34,11.79
2,2016-02-02,6,Tuesday,0,2,4.09,10.17,1.42,9.08,25.21,968,2.05,473,5961.14,3.8,70.01,10.32
2,2016-02-02,7,Tuesday,0,2,3.84,10.71,1.63,11.78,18.73,1990,2.0,993,13198.1,3.8,70.01,9.47
2,2016-02-02,8,Tuesday,0,2,3.42,10.92,1.6,13.35,14.88,2358,1.97,1194,16049.36,3.8,70.01,8.45
1,2016-02-02,9,Tuesday,0,2,3.45,11.58,1.69,14.15,13.88,970,1.1,881,12585.48,3.8,69.99,10.01
2,2016-02-02,11,Tuesday,0,2,3.85,12.19,1.74,14.83,14.55,1826,2.15,850,12718.22,3.8,70.01,10.56
2,2016-02-02,18,Tuesday,0,2,3.52,10.92,1.71,13.23,15.75,2525,2.04,1238,18057.09,4.8,68.34,8.37
2,2016-02-02,20,Tuesday,0,2,4.6,11.75,1.86,12.21,20.65,2608,2.06,1265,19125.29,4.3,70.01,10.03
1,2016-02-02,21,Tuesday,0,2,4.7,11.96,1.96,12.16,21.29,1250,1.18,1061,16419.56,4.8,69.99,10.18
1,2016-02-03,2,Wednesday,0,3,5.02,11.76,1.46,10.76,26.79,184,1.22,151,2203.58,4.8,46.04,7.64
1,2016-02-03,4,Wednesday,0,3,6.53,14.06,1.32,11.12,31.38,125,1.17,107,1833.24,4.8,58.34,12.0
2,2016-02-03,5,Wednesday,0,3,6.18,13.26,1.74,10.43,31.16,359,2.06,174,2912.77,4.8,70.01,14.02
2,2016-02-03,6,Wednesday,0,3,4.47,10.79,1.62,9.71,24.9,1012,2.02,501,6768.59,4.3,70.01,11.85
2,2016-02-03,7,Wednesday,0,3,3.78,10.64,1.56,11.83,18.09,1957,2.08,943,12443.42,3.8,70.01,9.52
2,2016-02-03,8,Wednesday,0,3,3.47,10.91,1.71,13.2,15.16,2287,2.02,1134,15407.41,3.8,68.34,8.8
1,2016-02-03,9,Wednesday,0,3,3.54,11.65,1.75,14.57,13.98,1054,1.09,968,13922.82,3.8,61.59,9.18
2,2016-02-03,11,Wednesday,0,3,4.03,12.42,1.75,14.99,14.87,1796,1.98,907,13828.93,3.8,70.01,10.68
2,2016-02-03,18,Wednesday,0,3,3.39,11.0,1.77,13.98,14.22,2371,1.95,1219,17938.5,4.8,59.0,8.14
2,2016-02-03,20,Wednesday,0,3,4.41,11.43,1.89,11.98,20.45,2333,2.0,1166,17324.28,4.3,70.01,9.72
1,2016-02-03,21,Wednesday,0,3,4.49,11.54,1.96,11.84,21.09,1081,1.19,908,13567.02,4.8,67.34,8.97
1,2016-02-04,0,Thursday,0,4,6.3,13.9,2.07,12.07,27.9,508,1.19,427,7484.94,4.3,69.99,11.56
2,2016-02-04,2,Thursday,0,4,5.32,12.1,1.32,10.6,28.34,333,2.02,165,2427.48,4.8,42.25,7.3
2,2016-02-04,4,Thursday,0,4,7.26,15.38,1.76,12.69,30.85,178,1.87,95,1789.49,4.8,54.36,12.76
2,2016-02-04,9,Thursday,0,4,3.34,11.07,1.69,13.82,13.97,2291,2.05,1117,15326.14,3.8,70.01,9.01
1,2016-02-04,12,Thursday,0,4,3.41,11.66,1.63,14.49,13.51,908,1.15,792,11348.58,3.8,70.0,9.77
1,2016-02-04,17,Thursday,0,4,3.56,11.08,1.63,13.45,15.12,1082,1.23,880,12937.66,4.3,65.19,9.37
1,2016-02-04,19,Thursday,0,4,3.66,10.84,1.68,12.66,16.65,1358,1.19,1145,16489.43,4.8,58.34,7.87
2,2016-02-04,21,Thursday,0,4,4.96,12.75,1.98,13.71,20.23,2913,2.11,1380,22509.19,4.3,70.01,10.53
1,2016-02-04,22,Thursday,0,4,4.95,12.84,2.08,13.76,20.15,1336,1.25,1070,17576.2,4.8,69.99,10.93
1,2016-02-04,23,Thursday,0,4,5.16,12.75,2.01,12.78,22.19,1131,1.24,912,14823.29,4.3,69.99,10.31
2,2016-02-05,1,Friday,0,5,4.86,11.66,1.61,10.92,25.05,870,2.03,429,6273.07,4.3,68.34,8.67
2,2016-02-05,3,Friday,0,5,5.22,12.2,1.66,11.15,26.18,434,2.1,207,3153.46,4.3,70.01,10.33
1,2016-02-05,5,Friday,0,5,5.34,12.45,1.5,10.56,26.64,212,1.13,188,2941.58,3.8,70.34,13.66
1,2016-02-05,6,Friday,0,5,3.86,9.9,1.34,9.44,22.46,497,1.06,471,5733.02,3.8,69.99,9.8
1,2016-02-05,7,Friday,0,5,3.55,10.18,1.51,11.35,17.71,918,1.12,823,10387.94,3.3,70.0,8.25
1,2016-02-05,8,Friday,0,5,3.36,10.63,1.56,12.76,14.87,1007,1.09,921,12103.62,3.8,69.99,9.28
